Date,Product,Category,Region,Channel,Quantity,Unit_Price,Discount,Sales
2014-09-29,Alprazolam,N05B,North,Pharmacy,84.0,28.42,0.0,2387.28
2017-12-10,Propacetamol,N02BE,South,Hospital,98.0,8.03,0.0,786.94
2019-12-27,Salbutamol,R03,South,Clinic,66.0,94.95,0.2,5013.36
2019-04-21,Aspirin,N02BA,Central,Hospital,46.0,42.94,0.0,1975.24
2018-08-04,Paracetamol,N02BE,East,Hospital,46.0,34.02,0.15,1330.18
2016-10-27,Alprazolam,N05B,East,Hospital,22.0,11.61,0.0,255.42
2014-10-11,Naproxen,M01AE,East,Pharmacy,58.0,103.68,0.0,6013.44
2018-08-21,Fexofenadine,R06,West,Hospital,91.0,99.77,0.0,9079.07
2017-03-30,Phenacetin,N02BE,Central,Hospital,18.0,7.53,0.2,108.43
2016-05-17,Phenacetin,N02BE,South,Online,81.0,39.94,0.1,2911.63
2016-05-12,Loratadine,R06,East,Clinic,41.0,34.37,0.0,1409.17
2015-01-13,Aspirin,N02BA,North,Clinic,59.0,91.23,0.0,5382.57
2018-05-22,Triazolam,N05C,Central,Clinic,70.0,23.74,0.1,1495.62
2019-12-30,Diazepam,N05B,South,Clinic,55.0,111.49,0.0,6131.95
2016-02-25,Salsalate,N02BA,Central,Pharmacy,68.0,69.7,0.05,4502.62
2019-12-03,Zolpidem,N05C,West,Clinic,56.0,91.28,0.0,5111.68
2014-05-31,Diazepam,N05B,West,Pharmacy,53.0,99.89,0.0,5294.17
2017-12-12,Aspirin,N02BA,West,Online,1.0,96.54,0.1,86.89
2014-07-07,Lorazepam,n05b,Central,Hospital,53.0,106.08,0.1,5060.02
2018-04-25,Diclofenac,M01AB,Central,Pharmacy,23.0,117.88,0.1,2440.12
2017-05-25,Ibuprofen,M01AE,North,Hospital,71.0,59.52,0.2,3380.74
2018-12-07,Diclofenac,M01AB,West,Hospital,100.0,32.45,0.1,2920.5
15/04/2016,Alprazolam,N05B,South,Pharmacy,47.0,79.78,0.0,3749.66
2019-07-14,Aspirin,N02BA,West,Pharmacy,59.0,85.5,0.05,4792.27
2019-03-05,Phenacetin,N02BE,North,Hospital,65.0,54.87,0.05,3388.22
2014-12-09,Ibuprofen,M01AE,East,Online,112.0,83.49,0.2,7480.7
2014-06-13,Zolpidem,N05C,East,Hospital,31.0,95.69,0.0,2966.39
2017-07-05,Fexofenadine,R06,East,Pharmacy,24.0,90.59,0.05,2065.45
2018-08-05,Naproxen,M01AE,West,Pharmacy,9.0,83.64,0.0,752.76
19/01/2015,Ibuprofen,M01AE,East,Pharmacy,65.0,77.68,0.1,4544.28
2015-10-06,Paracetamol,N02BE,West,Clinic,48.0,22.99,0.0,1103.52
2016-11-22,Naproxen,M01AE,Central,Online,65.0,82.51,0.0,5363.15
2015-05-01,Salbutamol,R03,West,Pharmacy,26.0,118.41,0.05,2924.73
2018-04-22,Diazepam,N05B,East,Online,50.0,93.14,0.0,4657.0
2014-02-27,Propacetamol,N02BE,Central,Online,42.0,89.67,0.0,3766.14
2014-02-24,Cetirizine,R06,North,Online,95.0,62.32,0.2,4736.32
2019-04-30,Salmeterol,R03,East,Hospital,93.0,58.04,0.05,5127.83
2016-12-11,Phenacetin,N02BE,West,Pharmacy,45.0,98.34,0.15,3761.51
2017-06-25,Ibuprofen,M01AE,Central,Online,46.0,114.17,0.0,5251.82
2014-05-26,Ketoprofen,M01AE,East,Pharmacy,79.0,119.41,0.0,9433.39
2015-12-23,Fexofenadine,R06,East,Hospital,28.0,60.08,0.15,1429.9
2019-06-04,Diflunisal,N02BA,West,Pharmacy,10.0,82.15,0.2,657.2
2016-10-21,Lorazepam,N05B,East,Hospital,53.0,36.06,0.05,1815.62
2017-07-07,Ketoprofen,M01AE,East,Pharmacy,44.0,60.46,0.0,2660.24
2019-02-26,Loratadine,R06,Central,Hospital,60.0,36.33,0.05,2070.81
2014-11-28,Terbutaline,R03,South,Hospital,30.0,27.78,0.2,666.72
2018-03-13,Nitrazepam,N05C,West,Clinic,70.0,107.21,0.2,6003.76
2017-02-09,Diclofenac,M01AB,North,Hospital,11.0,29.49,0.0,324.39
2019-01-08,Loratadine,R06,East,Hospital,44.0,69.38,0.15,2594.81
2019-02-23,Triazolam,N05C,South,Hospital,94.0,88.83,0.2,6680.02
2015-02-28,Diflunisal,N02BA,West,Pharmacy,72.0,73.05,0.0,5259.6
2019-11-12,Diclofenac,M01AB,South,Clinic,114.0,64.98,0.2,-5926.18
2015-02-20,Salbutamol,R03,East,Pharmacy,36.0,17.98,0.0,647.28
2015-06-11,Zolpidem,N05C,North,Online,23.0,49.78,0.15,973.2
2015-04-26,Diflunisal,N02BA,East,Online,,94.78,0.05,3331.52
2014-03-19,Salmeterol,r03,West,Clinic,59.0,94.67,0.2,4468.42
2017-09-06,Loratadine,R06,Central,Hospital,60.0,111.51,0.0,6690.6
24/06/2016,Paracetamol,N02BE,East,Clinic,34.0,49.78,0.1,1523.27
2014-01-19,Salmeterol,R03,West,Hospital,60.0,35.5,0.1,1917.0
2015-02-18,Diclofenac,M01AB,South,Online,86.0,70.43,0.2,4845.58
2019-11-04,Etodolac,M01AB,South,Pharmacy,78.0,105.22,0.15,6976.09
2019-04-12,Diazepam,N05B,East,Online,14.0,73.64,0.15,876.32
2016-03-14,Diazepam,N05B,West,Online,19.0,116.23,0.05,2097.95
2017-11-06,Fexofenadine,R06,East,Online,66.0,41.47,0.2,2189.62
2015-01-31,Paracetamol,N02BE,West,Pharmacy,64.0,11.29,0.2,578.05
2017-08-28,Zolpidem,N05C,Central,Online,56.0,77.65,0.2,3478.72
2017-09-11,Diazepam,n05b,North,Online,19.0,52.5,0.05,947.62
2015-05-14,Ketoprofen,M01AE,North,Hospital,59.0,28.1,0.05,1575.01
2014-03-28,Salbutamol,R03,South,Pharmacy,24.0,40.98,0.1,885.17
2019-12-28,Diazepam,N05B,Central,Hospital,70.0,25.87,0.2,1448.72
2017-09-27,Diclofenac,M01AB,East,Pharmacy,40.0,117.9,0.15,4008.6
2017-06-16,Etodolac,m01ab,West,Online,16.0,5.39,0.0,86.24
2016-06-17,Triazolam,N05C,East,Clinic,70.0,12.57,0.2,703.92
2014-01-29,Salmeterol,R03,Central,Online,95.0,33.49,0.0,3181.55
2018-08-02,Zolpidem,N05C,East,Online,73.0,45.11,0.15,2799.08
2019-05-25,Paracetamol,N02BE,South,Online,38.0,8.7,0.1,297.54
2016-10-23,Naproxen,M01AE,Central,Pharmacy,49.0,47.32,0.0,2318.68
2017-01-21,Phenacetin,N02BE,South,Clinic,100.0,19.06,0.0,1906.0
2019-02-10,Ketoprofen,M01AE,North,Pharmacy,75.0,107.98,0.2,6478.8
2016-02-06,Aspirin,N02BA,East,Clinic,58.0,92.11,0.05,5075.26
2016-04-20,Salbutamol,R03,Central,Online,51.0,107.2,0.0,5467.2
2015-06-05,Nitrazepam,N05C,West,Clinic,63.0,98.08,0.05,5870.09
2016-01-17,Etodolac,M01AB,Central,Clinic,46.0,44.14,0.1,1827.4
2014-08-25,Zolpidem,N05C,West,Clinic,25.0,27.03,0.05,641.96
2017-10-19,Etodolac,M01AB,South,Hospital,39.0,65.66,0.0,2560.74
2015-01-04,Paracetamol,N02BE,South,Pharmacy,58.0,118.68,0.0,6883.44
2016-12-07,Nitrazepam,N05C,East,Clinic,38.0,116.67,0.15,3768.44
2014-05-31,Salbutamol,R03,East,Clinic,48.0,31.1,0.0,1492.8
2017-07-26,Fexofenadine,R06,South,Clinic,62.0,25.49,0.0,1580.38
2016-05-15,Aspirin,N02BA,East,Hospital,58.0,55.08,0.0,3194.64
2015-08-31,Alprazolam,N05B,South,Clinic,58.0,116.32,0.0,6746.56
2016-12-09,Nitrazepam,N05C,West,Online,68.0,112.51,0.0,7650.68
2015-10-18,Diazepam,N05B,East,Hospital,64.0,15.93,0.0,1019.52
2017-08-04,Diflunisal,N02BA,Central,Clinic,22.0,33.02,0.0,726.44
2018-03-17,Lorazepam,n05b,Central,Hospital,66.0,28.89,0.05,1811.4
2015-05-03,Diclofenac,M01AB,East,Clinic,53.0,54.69,0.05,2753.64
2016-03-20,Salsalate,N02BA,South,Clinic,58.0,44.27,0.0,2567.66
2019-11-27,Terbutaline,R03,West,Clinic,87.0,9.38,0.05,775.26
2015-05-29,Loratadine,R06,East,Clinic,30.0,78.41,0.0,2352.3
2018-05-07,Aspirin,N02BA,North,Clinic,50.0,77.36,0.15,3287.8
2015-12-08,Salbutamol,R03,Central,Online,69.0,113.23,0.0,7812.87
2018-10-29,Terbutaline,R03,East,Hospital,44.0,105.01,0.1,4158.4
2017-02-27,Cetirizine,R06,Central,Hospital,61.0,16.92,0.15,877.3
2019-04-08,Lorazepam,N05B,Central,Clinic,47.0,99.03,0.05,4421.69
2015-06-25,Diflunisal,N02BA,South,Clinic,30.0,119.64,0.1,3230.28
2019-01-26,Zolpidem,N05C,West,Online,77.0,53.81,0.0,4143.37
2017-05-28,Terbutaline,r03,North,Online,60.0,107.85,0.0,6471.0
2017-02-18,Cetirizine,R06,Central,Online,83.0,6.64,0.0,551.12
2019-07-27,Nitrazepam,N05C,Central,Pharmacy,63.0,102.6,0.05,6140.61
2019-03-06,Phenacetin,N02BE,Central,Hospital,37.0,36.85,0.0,1363.45
2018-05-29,Lorazepam,N05B,Central,Clinic,31.0,55.02,0.05,1620.34
2015-12-01,Indomethacin,M01AB,Central,Online,100.0,38.52,0.1,3466.8
2018-11-22,Diflunisal,N02BA,South,Online,53.0,63.17,0.2,2678.41
2019-09-15,Nitrazepam,N05C,East,Clinic,60.0,28.66,0.15,1461.66
2019-07-20,Ketoprofen,M01AE,West,Clinic,71.0,61.87,0.05,104436.70169350777
2014-03-02,Salsalate,N02BA,North,Hospital,37.0,25.84,0.2,764.86
2015-09-23,Diflunisal,N02BA,North,Clinic,28.0,52.72,0.15,1254.74
2017-12-15,Salbutamol,R03,North,Clinic,47.0,21.02,0.0,987.94
2015-07-01,Diflunisal,n02ba,South,Clinic,43.0,9.14,0.2,314.42
2015-08-28,Diflunisal,N02BA,South,Hospital,35.0,35.49,0.0,1242.15
2014-10-15,Nitrazepam,N05C,Central,Clinic,57.0,29.34,0.05,1588.76
2015-05-09,Diazepam,N05B,North,Clinic,40.0,111.56,0.0,4462.4
2014-08-23,Nitrazepam,N05C,Central,Hospital,40.0,54.3,0.0,2172.0
2015-03-17,Etodolac,M01AB,West,Online,58.0,12.15,0.0,704.7
2015-06-28,Phenacetin,N02BE,East,Online,29.0,56.64,0.05,1560.43
2019-11-01,Paracetamol,N02BE,North,Clinic,73.0,37.81,0.0,2760.13
2019-10-26,Naproxen,M01AE,East,Pharmacy,72.0,81.18,0.0,5844.96
2016-04-11,Triazolam,N05C,East,Hospital,5.0,56.48,0.2,225.92
2015-08-28,Salmeterol,R03,East,Online,65.0,98.12,0.2,5102.24
05/12/2016,Diazepam,N05B,South,Online,62.0,38.62,0.05,2274.72
2017-07-22,Loratadine,R06,East,Pharmacy,64.0,41.0,0.2,2099.2
2018-07-29,Diazepam,N05B,South,Online,29.0,59.37,0.0,1721.73
2014-11-08,Zolpidem,N05C,North,Online,40.0,38.78,0.0,1551.2
2019-05-22,Propacetamol,N02BE,East,Pharmacy,79.0,83.54,0.1,5939.69
2016-05-30,Nitrazepam,N05C,South,Clinic,10.0,112.47,0.0,1124.7
2016-12-23,Alprazolam,N05B,Central,Hospital,95.0,70.41,0.0,
2018-05-03,Triazolam,N05C,East,Pharmacy,56.0,117.63,0.15,5599.19
2014-09-07,Loratadine,R06,South,Online,32.0,66.44,0.0,2126.08
2014-08-09,Aspirin,N02BA,Central,Hospital,75.0,5.33,0.05,379.76
2015-09-09,Triazolam,N05C,North,Pharmacy,63.0,26.75,0.0,1685.25
2018-09-04,Salmeterol,R03,West,Pharmacy,26.0,101.9,0.15,2251.99
2017-09-05,Ketoprofen,M01AE,South,Clinic,21.0,88.84,0.0,1865.64
2016-10-21,Zolpidem,N05C,South,Clinic,56.0,83.83,0.0,4694.48
2017-08-18,Phenacetin,N02BE,East,Hospital,35.0,33.0,0.15,981.75
2015-01-04,Diazepam,N05B,North,Hospital,69.0,9.76,0.05,639.77
2018-10-04,Cetirizine,R06,Central,Online,24.0,37.61,0.0,902.64
2015-05-24,Terbutaline,R03,South,Pharmacy,79.0,117.51,0.0,9283.29
2015-06-04,Loratadine,R06,South,Clinic,13.0,62.1,0.0,807.3
2015-05-04,Salbutamol,R03,Central,Online,68.0,44.49,0.0,141104.2277384859
2015-04-09,Aspirin,N02BA,North,Hospital,59.0,70.8,0.0,4177.2
2014-08-11,Diclofenac,M01AB,North,Clinic,71.0,50.44,0.0,3581.24
2019-02-27,Phenacetin,N02BE,North,Pharmacy,72.0,63.83,0.15,3906.4
2014-05-20,Salmeterol,R03,North,Online,66.0,104.44,0.0,6893.04
2016-10-27,Aspirin,N02BA,South,Pharmacy,58.0,82.94,0.05,4569.99
2016-12-03,Terbutaline,R03,West,Pharmacy,78.0,113.04,0.0,8817.12
2015-01-09,Naproxen,M01AE,North,Hospital,39.0,71.19,0.0,2776.41
2019-12-12,Salbutamol,R03,East,Hospital,88.0,15.55,0.0,1368.4
2015-07-30,Diazepam,N05B,West,Hospital,34.0,63.36,0.15,1831.1
2019-07-10,Ketoprofen,M01AE,North,Pharmacy,52.0,29.19,0.0,1517.88
2014-06-28,Salbutamol,R03,Central,Pharmacy,32.0,8.38,0.0,268.16
2019-03-16,Loratadine,R06,West,Pharmacy,39.0,6.38,0.0,248.82
2017-07-31,Aspirin,n02ba,North,Hospital,29.0,102.85,0.0,2982.65
2015-04-10,Salmeterol,R03,East,Online,40.0,44.99,0.1,1619.64
2017-09-08,Diazepam,N05B,West,Online,43.0,113.83,0.0,4894.69
2014-03-27,Nitrazepam,N05C,Central,Clinic,45.0,89.21,0.0,4014.45
2017-05-04,Etodolac,M01AB,South,Pharmacy,65.0,38.76,0.2,2015.52
2015-11-20,Phenacetin,N02BE,South,Clinic,85.0,119.55,0.1,9145.58
2015-10-12,Salmeterol,R03,West,Pharmacy,32.0,58.29,0.1,1678.75
2017-06-10,Salmeterol,R03,East,Hospital,64.0,46.03,0.0,2945.92
2014-03-13,Cetirizine,R06,East,Hospital,72.0,39.45,0.0,2840.4
2016-01-19,Fexofenadine,R06,West,Hospital,122.0,110.16,0.0,13439.52
2019-03-16,Nitrazepam,N05C,West,Pharmacy,,45.29,0.05,1677.99
2019-04-07,Salsalate,N02BA,East,Pharmacy,32.0,67.11,0.0,2147.52
2014-06-26,Aspirin,N02BA,West,Online,39.0,75.76,0.2,2363.71
2014-09-30,Paracetamol,N02BE,North,Hospital,58.0,28.72,0.0,1665.76
2014-01-04,Diclofenac,M01AB,South,Hospital,40.0,36.21,0.2,
2016-01-21,Diazepam,N05B,South,Hospital,77.0,7.5,0.0,577.5
2017-03-02,Salsalate,N02BA,West,Hospital,43.0,45.33,0.0,1949.19
2018-04-06,Naproxen,M01AE,East,Online,27.0,73.5,0.1,1786.05
2016-03-30,Diazepam,n05b,East,Hospital,55.0,29.98,0.0,1648.9
2019-11-25,Naproxen,M01AE,South,Online,60.0,97.59,0.15,4977.09
2015-05-27,Fexofenadine,R06,North,Hospital,46.0,110.19,0.2,4054.99
2016-05-28,Etodolac,M01AB,North,Pharmacy,24.0,115.34,0.0,2768.16
2017-06-15,Phenacetin,N02BE,South,Pharmacy,18.0,109.98,0.05,1880.66
2015-03-21,Phenacetin,N02BE,South,Pharmacy,89.0,118.47,0.0,10543.83
2014-05-05,Ketoprofen,M01AE,North,Clinic,68.0,119.23,0.1,7296.88
2019-07-25,Phenacetin,N02BE,East,Hospital,51.0,26.41,0.05,1279.56
2015-04-23,Etodolac,M01AB,East,Clinic,44.0,17.04,0.1,674.78
2016-01-21,Diclofenac,M01AB,South,Pharmacy,17.0,52.96,0.0,900.32
2018-03-30,Zolpidem,N05C,South,Clinic,61.0,9.92,0.15,514.35
2016-07-05,Indomethacin,M01AB,West,Online,51.0,118.77,0.1,5451.54
2018-01-15,Cetirizine,R06,East,Clinic,36.0,82.6,0.05,2824.92
2014-12-21,Salbutamol,R03,East,Pharmacy,114.0,111.27,0.0,12684.78
2018-11-29,Ibuprofen,M01AE,North,Online,54.0,111.6,0.1,5423.76
2014-05-30,Fexofenadine,r06,North,Clinic,49.0,89.8,0.15,3740.17
2019-05-02,Indomethacin,M01AB,South,Hospital,45.0,25.85,0.0,1163.25
2019-03-03,Salsalate,N02BA,Central,Online,53.0,5.42,0.05,272.9
2019-10-25,Etodolac,M01AB,South,Online,47.0,87.11,0.0,4094.17
2016-02-29,Diclofenac,M01AB,North,Pharmacy,132.0,85.29,0.0,11258.28
2017-01-07,Zolpidem,N05C,North,Online,89.0,77.25,0.15,5843.96
2019-09-23,Diazepam,N05B,West,Hospital,53.0,114.65,0.2,4861.16
2018-07-16,Alprazolam,N05B,South,Clinic,50.0,61.1,0.0,3055.0
2016-03-30,Paracetamol,N02BE,Central,Pharmacy,78.0,25.74,0.0,2007.72
2017-01-10,Nitrazepam,N05C,East,Hospital,48.0,11.32,0.0,543.36
2016-01-17,Salbutamol,R03,South,Hospital,99.0,79.6,0.2,6304.32
2019-11-28,Nitrazepam,N05C,East,Online,55.0,50.0,0.2,2200.0
2016-12-26,Salmeterol,R03,East,Online,95.0,58.19,0.05,5251.65
2019-01-03,Salbutamol,R03,West,Pharmacy,90.0,11.28,0.0,1015.2
2015-07-26,Salsalate,N02BA,South,Online,20.0,90.04,0.1,1620.72
2018-01-18,Indomethacin,M01AB,South,Online,47.0,22.07,0.0,1037.29
2017-04-20,Aspirin,N02BA,East,Pharmacy,54.0,80.43,0.2,3474.58
2019-01-17,Lorazepam,N05B,Central,Clinic,75.0,28.99,0.05,2065.54
2015-07-13,Diflunisal,N02BA,East,Pharmacy,53.0,107.9,0.1,5146.83
2014-06-11,Diflunisal,N02BA,North,Clinic,53.0,47.31,0.0,2507.43
2015-12-13,Salmeterol,R03,East,Online,95.0,72.37,0.0,6875.15
2016-12-25,Ketoprofen,M01AE,North,Clinic,27.0,79.76,0.2,1722.82
2014-07-22,Lorazepam,N05B,Central,Online,44.0,29.02,0.0,1276.88
2017-09-02,Phenacetin,N02BE,North,Online,68.0,14.51,0.05,937.35
2014-03-04,Propacetamol,N02BE,West,Clinic,18.0,108.45,0.1,1756.89
2018-07-26,Cetirizine,R06,West,Clinic,25.0,85.33,0.1,1919.92
2015-07-15,Diflunisal,n02ba,East,Hospital,56.0,49.63,0.0,2779.28
2014-07-08,Diazepam,N05B,Central,Hospital,37.0,82.79,0.0,3063.23
2014-05-06,Alprazolam,N05B,East,Online,64.0,55.09,0.1,3173.18
2016-03-26,Salmeterol,R03,South,Online,30.0,110.39,0.15,2814.94
2019-06-09,Indomethacin,M01AB,West,Pharmacy,55.0,69.38,0.05,3625.1
2017-05-21,Alprazolam,N05B,East,Clinic,25.0,110.38,0.05,2621.53
2014-04-05,Paracetamol,N02BE,South,Clinic,60.0,29.88,0.0,1792.8
2019-03-08,Terbutaline,R03,South,Pharmacy,53.0,95.59,0.0,5066.27
2017-08-26,Cetirizine,R06,West,Hospital,57.0,30.03,0.2,1369.37
2018-05-21,Nitrazepam,N05C,West,Hospital,49.0,65.95,0.15,2746.82
2019-07-05,Etodolac,M01AB,Central,Pharmacy,41.0,33.79,0.2,1108.31
2016-08-01,Phenacetin,N02BE,Central,Clinic,16.0,101.0,0.0,1616.0
2015-05-16,Triazolam,N05C,,Pharmacy,48.0,22.18,0.0,1064.64
2016-09-03,Ibuprofen,M01AE,South,Clinic,26.0,46.82,0.0,1217.32
2018-07-01,Terbutaline,R03,West,Online,14.0,119.0,0.05,1582.7
2018-10-21,Naproxen,M01AE,South,Hospital,60.0,44.66,0.0,2679.6
2015-07-04,Ibuprofen,M01AE,North,Online,28.0,97.57,0.15,2322.17
2016-12-01,Lorazepam,N05B,North,Hospital,59.0,71.93,0.05,4031.68
2019-07-06,Etodolac,M01AB,East,Online,90.0,113.46,0.0,10211.4
2019-07-06,Paracetamol,N02BE,East,Pharmacy,57.0,74.62,0.0,4253.34
2014-02-23,Indomethacin,M01AB,Central,Online,69.0,31.82,0.0,2195.58
2015-10-28,Loratadine,R06,West,Pharmacy,62.0,44.76,0.15,2358.85
2014-01-28,Zolpidem,N05C,Central,Online,,55.87,0.0,3966.77
2018-03-04,Alprazolam,N05B,South,Online,54.0,42.85,0.05,2198.2
2017-04-22,Ketoprofen,M01AE,Central,Clinic,,101.15,0.2,3641.4
2018-11-23,Naproxen,M01AE,Central,Pharmacy,58.0,55.72,0.0,3231.76
2019-11-12,Diazepam,N05B,East,Online,,70.85,0.2,3740.88
2018-03-26,Salsalate,N02BA,West,Online,58.0,49.34,0.0,2861.72
2014-03-11,Ketoprofen,M01AE,East,Pharmacy,59.0,24.03,0.1,1275.99
2018-12-05,Indomethacin,M01AB,West,Clinic,84.0,51.99,0.15,3712.09
2014-06-20,Salmeterol,R03,West,Clinic,56.0,27.78,0.15,1322.33
2015-07-14,Triazolam,N05C,South,Hospital,16.0,41.87,0.1,602.93
2017-12-05,Salbutamol,R03,South,Clinic,51.0,70.03,0.0,3571.53
2016-07-08,Salbutamol,R03,Central,Online,35.0,47.67,0.15,1418.18
2017-10-13,Salmeterol,R03,North,Online,71.0,83.18,0.2,4724.62
2016-02-05,Terbutaline,R03,Central,Pharmacy,49.0,42.88,0.0,2101.12
2015-07-07,Diclofenac,M01AB,East,Pharmacy,53.0,62.85,0.2,2664.84
2014-02-25,Lorazepam,N05B,East,Pharmacy,61.0,102.84,0.0,6273.24
27/04/2017,Ibuprofen,M01AE,East,Pharmacy,47.0,40.34,0.05,1801.18
19/09/2017,Cetirizine,R06,North,Online,47.0,6.88,0.15,274.86
2016-04-05,Diclofenac,M01AB,South,Clinic,74.0,112.24,0.15,7059.9
2014-01-08,Phenacetin,N02BE,West,Hospital,29.0,63.49,0.1,1657.09
2014-02-14,Phenacetin,N02BE,Central,Online,64.0,52.7,0.1,
2019-12-06,Fexofenadine,R06,East,Hospital,20.0,106.57,0.2,1705.12
2019-11-12,Etodolac,M01AB,Central,Online,37.0,77.74,0.0,2876.38
2018-05-30,Lorazepam,N05B,East,Hospital,84.0,119.92,0.2,8058.62
2019-08-11,Etodolac,M01AB,West,Online,23.0,35.99,0.0,827.77
2018-05-20,Aspirin,n02ba,,Clinic,36.0,62.5,0.0,2250.0
2017-07-28,Triazolam,N05C,South,Hospital,26.0,69.49,0.0,1806.74
2015-07-22,Cetirizine,R06,North,Online,63.0,70.82,0.1,4015.49
2016-01-31,Indomethacin,M01AB,South,Hospital,122.0,62.17,0.0,7584.74
2015-09-22,Diazepam,N05B,Central,Hospital,65.0,36.25,0.0,2356.25
2014-08-15,Salmeterol,R03,South,Pharmacy,52.0,59.44,0.15,2627.25
2018-07-12,Alprazolam,N05B,North,Hospital,30.0,114.24,0.15,2913.12
2018-03-31,Salbutamol,R03,East,Clinic,72.0,28.78,0.0,2072.16
2015-05-13,Salmeterol,R03,South,Pharmacy,32.0,76.73,0.05,2332.59
2019-10-12,Diclofenac,M01AB,Central,Clinic,30.0,19.52,0.0,
2019-02-05,Naproxen,M01AE,South,Hospital,57.0,84.59,0.1,4339.47
2019-09-17,Loratadine,R06,South,Clinic,40.0,64.04,0.2,2049.28
2016-05-25,Cetirizine,R06,South,Pharmacy,93.0,15.47,0.0,1438.71
2017-12-18,Salmeterol,R03,South,Clinic,122.0,52.15,0.1,5726.07
2016-12-27,Paracetamol,N02BE,East,Clinic,27.0,70.59,0.0,1905.93
25/02/2017,Salmeterol,R03,West,Clinic,35.0,63.25,0.0,2213.75
2014-05-23,Loratadine,R06,Central,Online,32.0,117.2,0.05,
2018-07-25,Loratadine,R06,Central,Online,19.0,101.31,0.0,1924.89
2015-10-19,Nitrazepam,N05C,South,Clinic,20.0,88.95,0.0,
2015-12-01,Terbutaline,R03,Central,Hospital,94.0,97.83,0.0,9196.02
2015-06-27,Indomethacin,M01AB,Central,Clinic,53.0,102.98,0.1,4912.15
2015-10-14,Lorazepam,N05B,South,Online,50.0,86.51,0.0,4325.5
2016-07-27,Paracetamol,N02BE,East,Clinic,37.0,104.21,0.2,3084.62
2017-06-23,Lorazepam,N05B,Central,Pharmacy,36.0,51.05,0.0,1837.8
2019-03-02,Diflunisal,N02BA,East,Online,52.0,73.62,0.0,3828.24
2014-12-14,Naproxen,M01AE,Central,Clinic,46.0,51.23,0.1,2120.92
2016-07-12,Indomethacin,M01AB,North,Hospital,27.0,101.98,0.0,2753.46
2017-01-13,Zolpidem,N05C,East,Online,40.0,36.83,0.15,1252.22
2019-04-21,Zolpidem,N05C,West,Clinic,57.0,13.14,0.0,748.98
2014-11-14,Alprazolam,N05B,North,Hospital,70.0,108.78,0.1,6853.14
08/07/2018,Naproxen,M01AE,Central,Clinic,51.0,41.78,0.0,2130.78
2019-07-15,Diflunisal,N02BA,East,Hospital,76.0,24.72,0.15,1596.91
2019-10-04,Diclofenac,M01AB,South,Clinic,45.0,42.98,0.0,1934.1
2019-08-28,Aspirin,N02BA,Central,Pharmacy,52.0,17.52,0.2,728.83
2018-12-10,Salbutamol,R03,West,Hospital,36.0,36.63,0.1,1186.81
2014-08-26,Salbutamol,r03,East,Clinic,63.0,114.98,0.0,7243.74
2016-08-15,Terbutaline,R03,East,Clinic,61.0,54.68,0.0,3335.48
2017-10-23,Aspirin,N02BA,Central,Hospital,40.0,48.56,0.15,1651.04
2015-02-14,Aspirin,N02BA,North,Online,80.0,106.62,0.05,8103.12
2016-04-13,Ibuprofen,M01AE,East,Online,50.0,107.82,0.0,5391.0
2017-01-17,Zolpidem,N05C,Central,Clinic,98.0,65.94,0.2,5169.7
2015-10-07,Fexofenadine,R06,South,Online,64.0,65.11,0.0,4167.04
2016-09-20,Salmeterol,R03,North,Hospital,33.0,35.39,0.1,1051.08
2016-05-10,Salmeterol,R03,South,Online,71.0,13.33,0.2,757.14
2016-06-01,Diflunisal,n02ba,West,Hospital,56.0,29.73,0.05,1581.64
2016-04-26,Aspirin,N02BA,South,Clinic,56.0,76.59,0.0,4289.04
2015-12-23,Ketoprofen,M01AE,Central,Pharmacy,69.0,67.78,0.15,3975.3
2014-11-19,Diflunisal,N02BA,South,Online,29.0,42.74,0.2,991.57
2016-10-09,Zolpidem,N05C,North,Online,62.0,66.35,0.0,4113.7
2019-04-14,Naproxen,M01AE,South,Clinic,63.0,33.68,0.0,2121.84
2016-04-01,Indomethacin,M01AB,East,Clinic,93.0,29.38,0.2,2185.87
2019-10-01,Ketoprofen,M01AE,South,Hospital,51.0,79.44,0.2,3241.15
2014-07-24,Paracetamol,N02BE,South,Online,8.0,71.75,0.0,574.0
2016-02-08,Diflunisal,n02ba,Central,Pharmacy,95.0,56.52,0.0,5369.4
2017-09-22,Fexofenadine,R06,South,Clinic,52.0,60.29,0.2,2508.06
2018-06-18,Diazepam,N05B,South,Pharmacy,45.0,49.8,0.0,2241.0
2018-04-22,Diazepam,N05B,North,Hospital,44.0,16.41,0.15,613.73
2018-07-22,Triazolam,N05C,West,Online,46.0,7.98,0.2,293.66
2015-10-24,Indomethacin,M01AB,West,Clinic,36.0,60.04,0.2,1729.15
2019-04-27,Zolpidem,N05C,East,Pharmacy,35.0,5.67,0.0,198.45
2017-08-21,Propacetamol,N02BE,East,Online,48.0,41.41,0.2,1590.14
2015-01-20,Salbutamol,R03,North,Pharmacy,80.0,40.9,0.15,2781.2
2018-09-09,Salsalate,N02BA,East,Pharmacy,66.0,37.4,0.1,2221.56
2018-05-10,Salmeterol,R03,North,Clinic,40.0,53.47,0.15,1817.98
2017-06-24,Diclofenac,M01AB,North,Online,32.0,15.56,0.0,497.92
2018-10-18,Ketoprofen,M01AE,South,Pharmacy,47.0,68.1,0.2,2560.56
